"","predict","p0","p1","StdErr","left"
"46",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"47",0,0.965881631941934,0.0341183680580656,0.11093117224027,1
"48",1,0.532681963554972,0.467318036445028,0.0500371123665116,1
"49",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"50",1,0.532681963554972,0.467318036445028,0.0500371123665116,1
"51",1,0.316848238109335,0.683151761890665,0.0783014526170722,1
"52",0,0.898878858654909,0.10112114134509,0.0638440410292665,1
"53",0,0.898878858654909,0.10112114134509,0.0638440410292665,1
"54",1,0.296605655554791,0.703394344445209,0.0668061705252695,1
"55",1,0.583750264771564,0.416249735228436,0.0575842475302569,1
"56",1,0.574171956463066,0.425828043536934,0.058027760885229,1
"57",1,0.30840457552458,0.69159542447542,0.0787609357873874,1
"58",0,0.874706725105195,0.125293274894805,0.0487165194579114,1
"59",1,0.396403430746792,0.603596569253208,0.068743456151461,1
"60",1,0.316848238109335,0.683151761890665,0.0783014526170722,1
"61",0,0.842108399297568,0.157891600702432,0.0540886691637872,1
"62",1,0.296605655554791,0.703394344445209,0.0668061705252695,1
"63",0,0.887648694604316,0.112351305395684,0.0614323962532538,1
"64",1,0.513078372676943,0.486921627323057,0.0507908453198604,1
"65",1,0.521383795204223,0.478616204795777,0.0382216540188482,1
"66",1,0.444544987084398,0.555455012915602,0.0540612467254945,1
"67",0,0.898878858654909,0.10112114134509,0.0638440410292665,1
"68",1,0.513078372676943,0.486921627323057,0.0507908453198604,1
"69",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"70",0,0.887648694604316,0.112351305395684,0.0614323962532538,1
"71",1,0.483616318075168,0.516383681924832,0.0520770557471142,1
"72",0,0.889889118111698,0.110110881888302,0.055654411216563,1
"73",0,0.859910547505931,0.140089452494069,0.049967501891841,1
"74",1,0.316848238109335,0.683151761890665,0.0783014526170722,1
"75",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"76",0,0.85227906599912,0.14772093400088,0.0554591788274961,1
"77",0,0.983339909292424,0.0166600907075761,0.119879337498379,1
"78",0,0.65758356029298,0.34241643970702,0.0547142370518442,1
"79",0,0.913157152931541,0.0868428470684593,0.0612458726379298,1
"80",1,0.621369712900481,0.378630287099519,0.0559934103150075,1
"81",1,0.415351781427541,0.584648218572459,0.0675938609289057,1
"82",0,0.878866221659929,0.121133778340071,0.145286283916277,1
"83",1,0.464025449620625,0.535974550379375,0.0530323995648292,1
"84",1,0.639675293214389,0.360324706785611,0.0553133908257067,1
"85",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"86",0,0.861902022402856,0.138097977597144,0.056882547640961,1
"87",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"88",0,0.866512966392088,0.133487033607912,0.057612835620003,1
"89",1,0.444544987084398,0.555455012915602,0.0540612467254945,1
"90",1,0.583750264771564,0.416249735228436,0.0575842475302569,1
"91",0,0.648681733478769,0.351318266521231,0.0550035322020501,1
"92",0,0.88477549925209,0.11522450074791,0.0559441729379359,1
"93",0,0.648681733478769,0.351318266521231,0.0550035322020501,1
"94",0,0.841226304120722,0.158773695879278,0.14611910630766,1
"95",1,0.285072072139294,0.714927927860706,0.0587414088075663,1
"96",1,0.49343446328804,0.50656553671196,0.051628234990444,1
"97",1,0.483616318075168,0.516383681924832,0.0520770557471142,1
"98",0,0.866512966392088,0.133487033607912,0.057612835620003,1
"99",1,0.325414301638437,0.674585698361563,0.0778549406857464,1
"100",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"101",0,0.648681733478769,0.351318266521231,0.0550035322020501,1
"102",1,0.639675293214389,0.360324706785611,0.0553133908257067,1
"103",1,0.419395960453381,0.580604039546619,0.0795093828718385,1
"104",1,0.574171956463066,0.425828043536934,0.058027760885229,1
"105",1,0.60271174323829,0.39728825676171,0.0567513886910939,1
"106",1,0.585166259392793,0.414833740607207,0.038411712089475,1
"107",0,0.893680872220157,0.106319127779843,0.0565065456849979,1
"108",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"109",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"110",0,0.823389907309413,0.176610092690587,0.044896979200209,1
"111",0,0.866512966392088,0.133487033607912,0.057612835620003,1
"112",1,0.564537659201277,0.435462340798723,0.0584887881091718,1
"113",1,0.639675293214389,0.360324706785611,0.0553133908257067,1
"114",1,0.639675293214389,0.360324706785611,0.0553133908257067,1
"115",0,0.648681733478769,0.351318266521231,0.0550035322020501,1
"116",1,0.405842557346393,0.594157442653607,0.0681621264615667,1
"117",0,0.648681733478769,0.351318266521231,0.0550035322020501,1
"118",0,0.879184446102255,0.120815553897745,0.11347104459221,1
"119",1,0.532681963554972,0.467318036445028,0.0500371123665116,1
"120",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"121",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"122",0,0.893680872220157,0.106319127779843,0.0565065456849979,1
"123",0,0.648681733478769,0.351318266521231,0.0550035322020501,1
"124",0,0.937406685121576,0.0625933148784238,0.068094249025523,1
"125",1,0.405842557346393,0.594157442653607,0.0681621264615667,1
"126",0,0.874706725105195,0.125293274894805,0.0487165194579114,1
"127",1,0.574171956463066,0.425828043536934,0.058027760885229,1
"128",1,0.49343446328804,0.50656553671196,0.051628234990444,1
"129",0,0.861902022402856,0.138097977597144,0.056882547640961,1
"130",1,0.522888982835014,0.477111017164986,0.0504032774275942,1
"131",1,0.277131691531686,0.722868308468314,0.0595004918968343,1
"132",1,0.444544987084398,0.555455012915602,0.0540612467254945,1
"133",0,0.762078744959723,0.237921255040277,0.124875932829353,1
"134",1,0.639675293214389,0.360324706785611,0.0553133908257067,1
"135",1,0.396403430746792,0.603596569253208,0.068743456151461,1
"136",0,0.898878858654909,0.10112114134509,0.0638440410292665,1
"137",1,0.296605655554791,0.703394344445209,0.0668061705252695,1
"138",1,0.522888982835014,0.477111017164986,0.0504032774275942,1
"139",0,0.895250756354371,0.104749243645629,0.0630310425243349,1
"140",1,0.503257675117857,0.496742324882143,0.0511993300011613,1
"141",1,0.285072072139294,0.714927927860706,0.0587414088075663,1
"142",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"143",1,0.296605655554791,0.703394344445209,0.0668061705252695,1
"144",0,0.817931341748761,0.182068658251239,0.109738517764391,1
"145",1,0.464025449620625,0.535974550379375,0.0530323995648292,1
"146",1,0.331744955232283,0.668255044767717,0.0505254699014519,1
"147",0,0.753626108880821,0.246373891119179,0.0411851886481696,1
"148",1,0.415351781427541,0.584648218572459,0.0675938609289057,1
"149",0,0.956585750094791,0.0434142499052086,0.14553682558363,1
"150",1,0.415351781427541,0.584648218572459,0.0675938609289057,1
"151",1,0.473810804737701,0.526189195262299,0.052545281936121,1
"152",1,0.464025449620625,0.535974550379375,0.0530323995648292,1
"153",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"154",1,0.473810804737701,0.526189195262299,0.052545281936121,1
"155",1,0.49343446328804,0.50656553671196,0.051628234990444,1
"156",0,0.812006353627737,0.187993646372263,0.109898359700207,1
"157",1,0.30840457552458,0.69159542447542,0.0787609357873874,1
"158",0,0.972538101801186,0.027461898198814,0.114600961368736,1
"159",1,0.574171956463066,0.425828043536934,0.058027760885229,1
"160",0,0.878866221659929,0.121133778340071,0.145286283916277,1
"161",0,0.850172943796138,0.149827056203862,0.0484469807554073,1
"162",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"163",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"164",1,0.49343446328804,0.50656553671196,0.051628234990444,1
"165",0,0.866512966392088,0.133487033607912,0.057612835620003,1
"166",0,0.840180635425435,0.159819364574565,0.109208662021069,1
"167",1,0.513078372676943,0.486921627323057,0.0507908453198604,1
"168",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"169",0,0.82666150077839,0.17333849922161,0.0456513811293118,1
"170",1,0.325414301638437,0.674585698361563,0.0778549406857464,1
"171",1,0.405842557346393,0.594157442653607,0.0681621264615667,1
"172",1,0.639675293214389,0.360324706785611,0.0553133908257067,1
"173",1,0.504449619442173,0.495550380557827,0.0496844385241306,1
"174",0,0.935061048233781,0.0649389517662191,0.0672951748209353,1
"175",0,0.909990039947655,0.0900099600523449,0.0605379814794112,1
"176",0,0.88477549925209,0.11522450074791,0.0559441729379359,1
"177",0,0.722340256129894,0.277659743870106,0.0479107782901586,1
"178",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"179",1,0.316848238109335,0.683151761890665,0.0783014526170722,1
"180",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"181",1,0.583750264771564,0.416249735228436,0.0575842475302569,1
"182",0,0.878866221659929,0.121133778340071,0.145286283916277,1
"183",1,0.464025449620625,0.535974550379375,0.0530323995648292,1
"184",0,0.812006353627737,0.187993646372263,0.109898359700207,1
"185",1,0.542449827025295,0.457550172974705,0.0496928232636631,1
"186",1,0.316848238109335,0.683151761890665,0.0783014526170722,1
"187",1,0.472307039603084,0.527692960396916,0.0405254022396554,1
"188",1,0.513078372676943,0.486921627323057,0.0507908453198604,1
"189",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"190",0,0.811669728274538,0.188330271725462,0.0435922364635227,1
"191",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"192",0,0.696816457778337,0.303183542221663,0.0364453221968014,1
"193",1,0.60271174323829,0.39728825676171,0.0567513886910939,1
"194",0,0.648681733478769,0.351318266521231,0.0550035322020501,1
"195",0,0.65758356029298,0.34241643970702,0.0547142370518442,1
"196",1,0.428993461958344,0.571006538041656,0.079070661765461,1
"197",1,0.593265744876639,0.406734255123361,0.0571586557338198,1
"198",0,0.899856369354357,0.100143630645643,0.0584881958112467,1
"199",0,0.83137602275903,0.16862397724097,0.0527751368846589,1
"200",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"201",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"202",1,0.542449827025295,0.457550172974705,0.0496928232636631,1
"203",0,0.820070005742329,0.179929994257671,0.0515229399401352,1
"204",0,0.883669813086667,0.116330186913333,0.0606474694473827,1
"205",1,0.296605655554791,0.703394344445209,0.0668061705252695,1
"206",1,0.483616318075168,0.516383681924832,0.0520770557471142,1
"207",1,0.396403430746792,0.603596569253208,0.068743456151461,1
"208",0,0.746972184707749,0.253027815292251,0.155531123149679,1
"209",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"210",1,0.583750264771564,0.416249735228436,0.0575842475302569,1
"211",0,0.65758356029298,0.34241643970702,0.0547142370518442,1
"212",0,0.85227906599912,0.14772093400088,0.0554591788274961,1
"213",1,0.483616318075168,0.516383681924832,0.0520770557471142,1
"214",1,0.522888982835014,0.477111017164986,0.0504032774275942,1
"215",1,0.438644663695409,0.561355336304591,0.0786450187284237,1
"216",1,0.415351781427541,0.584648218572459,0.0675938609289057,1
"217",1,0.522888982835014,0.477111017164986,0.0504032774275942,1
"218",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"219",1,0.473810804737701,0.526189195262299,0.052545281936121,1
"220",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"221",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"222",1,0.639675293214389,0.360324706785611,0.0553133908257067,1
"223",1,0.621369712900481,0.378630287099519,0.0559934103150075,1
"224",1,0.405842557346393,0.594157442653607,0.0681621264615667,1
"225",1,0.405842557346393,0.594157442653607,0.0681621264615667,1
"226",1,0.415351781427541,0.584648218572459,0.0675938609289057,1
"227",1,0.546574596343845,0.453425403656155,0.0395962146435465,1
"228",0,0.893680872220157,0.106319127779843,0.0565065456849979,1
"229",0,0.799361299137054,0.200638700862946,0.0423626574246092,1
"230",1,0.444544987084398,0.555455012915602,0.0540612467254945,1
"231",0,0.879569138812021,0.120430861187979,0.0598726450286313,1
"232",0,0.847263115865188,0.152736884134812,0.0547670649968161,1
"233",0,0.820958426058665,0.179041573941335,0.0450309807317593,1
"234",0,0.720358057479231,0.279641942520769,0.10694872037443,1
"235",1,0.325414301638437,0.674585698361563,0.0778549406857464,1
"236",1,0.513078372676943,0.486921627323057,0.0507908453198604,1
"237",0,0.861206589710151,0.138793410289849,0.0470174879898951,1
"238",1,0.438644663695409,0.561355336304591,0.0786450187284237,1
"239",0,0.765626986397377,0.234373013602623,0.14908632529505,1
"240",0,0.919190357992159,0.0808096420078406,0.0626961070285711,1
"241",1,0.325414301638437,0.674585698361563,0.0778549406857464,1
"242",0,0.825795374640904,0.174204625359096,0.0521410902353911,1
"243",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"244",1,0.296605655554791,0.703394344445209,0.0668061705252695,1
"245",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"246",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"247",0,0.87152781183103,0.12847218816897,0.0790776666143818,1
"248",1,0.593265744876639,0.406734255123361,0.0571586557338198,1
"249",0,0.903342174297277,0.0966578257027232,0.0591587125336424,1
"250",1,0.574171956463066,0.425828043536934,0.058027760885229,1
"251",1,0.532681963554972,0.467318036445028,0.0500371123665116,1
"252",1,0.621369712900481,0.378630287099519,0.0559934103150075,1
"253",1,0.405842557346393,0.594157442653607,0.0681621264615667,1
"254",1,0.415351781427541,0.584648218572459,0.0675938609289057,1
"255",1,0.49343446328804,0.50656553671196,0.051628234990444,1
"256",1,0.49343446328804,0.50656553671196,0.051628234990444,1
"257",1,0.503257675117857,0.496742324882143,0.0511993300011613,1
"258",0,0.793346463562743,0.206653536437257,0.110442844966077,1
"259",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"260",0,0.661273142409636,0.338726857590364,0.0562368175328016,1
"261",1,0.415351781427541,0.584648218572459,0.0675938609289057,1
"262",1,0.574171956463066,0.425828043536934,0.058027760885229,1
"263",1,0.612081809529197,0.387918190470803,0.0563628436368923,1
"264",0,0.969118619228788,0.0308813807712122,0.147738452010586,1
"265",0,0.922061472548504,0.0779385274514963,0.06343766266434,1
"266",1,0.639675293214389,0.360324706785611,0.0553133908257067,1
"267",0,0.755114771605498,0.244885228394502,0.107134930178678,1
"268",1,0.325414301638437,0.674585698361563,0.0778549406857464,1
"269",1,0.513078372676943,0.486921627323057,0.0507908453198604,1
"270",0,0.905801688580224,0.0941983114197764,0.0654956912752858,1
"271",0,0.845098476821786,0.154901523178214,0.0477069391274994,1
"272",0,0.829343777772111,0.170656222227889,0.109451603039796,1
"273",1,0.585166259392793,0.414833740607207,0.038411712089475,1
"274",1,0.513078372676943,0.486921627323057,0.0507908453198604,1
"275",0,0.887648694604316,0.112351305395684,0.0614323962532538,1
"276",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"277",1,0.473810804737701,0.526189195262299,0.052545281936121,1
"278",1,0.30840457552458,0.69159542447542,0.0787609357873874,1
"279",1,0.444544987084398,0.555455012915602,0.0540612467254945,1
"280",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"281",0,0.651547748042736,0.348452251957264,0.116014351888991,1
"282",0,0.840180635425435,0.159819364574565,0.109208662021069,1
"283",1,0.593265744876639,0.406734255123361,0.0571586557338198,1
"284",1,0.593265744876639,0.406734255123361,0.0571586557338198,1
"285",0,0.970359376193196,0.0296406238068043,0.113928030995367,1
"286",1,0.574171956463066,0.425828043536934,0.058027760885229,1
"287",1,0.373859752594788,0.626140247405212,0.0622485400635319,1
"288",0,0.914937651607269,0.0850623483927309,0.0561936142895248,1
"289",0,0.876518065745235,0.123481934254765,0.0547616854409203,1
"290",1,0.574171956463066,0.425828043536934,0.058027760885229,1
"291",1,0.405842557346393,0.594157442653607,0.0681621264615667,1
"292",0,0.905801688580224,0.0941983114197764,0.0654956912752858,1
"293",0,0.869112714599902,0.130887285400098,0.051537945941829,1
"294",1,0.513078372676943,0.486921627323057,0.0507908453198604,1
"295",1,0.415351781427541,0.584648218572459,0.0675938609289057,1
"296",1,0.621369712900481,0.378630287099519,0.0559934103150075,1
"297",1,0.630569456933596,0.369430543066404,0.055643469391939,1
"298",0,0.760849160369487,0.239150839630513,0.0412800597279695,1
"299",1,0.60271174323829,0.39728825676171,0.0567513886910939,1
"300",1,0.405842557346393,0.594157442653607,0.0681621264615667,1
"301",1,0.473810804737701,0.526189195262299,0.052545281936121,1
"302",1,0.483616318075168,0.516383681924832,0.0520770557471142,1
"303",0,0.873518231755463,0.126481768244537,0.052340490371194,1
"304",0,0.832220039864755,0.167779960135245,0.0462898455793725,1
"305",1,0.26606891743827,0.73393108256173,0.057123371176472,1
"306",0,0.651547748042736,0.348452251957264,0.116014351888991,1
"307",1,0.419395960453381,0.580604039546619,0.0795093828718385,1
"308",0,0.926399216475501,0.0736007835244987,0.0592977399485383,1
"309",1,0.415351781427541,0.584648218572459,0.0675938609289057,1
"310",0,0.909990039947655,0.0900099600523449,0.0605379814794112,1
"311",0,0.887065928261065,0.112934071738935,0.0505759907653414,1
"312",1,0.522888982835014,0.477111017164986,0.0504032774275942,1
"313",0,0.88477549925209,0.11522450074791,0.0559441729379359,1
"314",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"315",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"316",1,0.532681963554972,0.467318036445028,0.0500371123665116,1
"317",1,0.532681963554972,0.467318036445028,0.0500371123665116,1
"318",0,0.651547748042736,0.348452251957264,0.116014351888991,1
"319",0,0.898878858654909,0.10112114134509,0.0638440410292665,1
"320",0,0.695540484138075,0.304459515861924,0.0569139182693684,1
"321",0,0.874706725105195,0.125293274894805,0.0487165194579114,1
"322",1,0.396403430746792,0.603596569253208,0.068743456151461,1
"323",0,0.927525167859635,0.072474832140365,0.064951774064026,1
"324",0,0.982632792648508,0.0173672073514916,0.152781928000288,1
"325",0,0.805589403978988,0.194410596021012,0.0429676389423926,1
"326",0,0.93158138837062,0.0684186116293798,0.0609107772848115,1
"327",1,0.583750264771564,0.416249735228436,0.0575842475302569,1
"328",1,0.639675293214389,0.360324706785611,0.0553133908257067,1
"329",1,0.316848238109335,0.683151761890665,0.0783014526170722,1
"330",1,0.522888982835014,0.477111017164986,0.0504032774275942,1
"331",1,0.30840457552458,0.69159542447542,0.0787609357873874,1
"332",1,0.621369712900481,0.378630287099519,0.0559934103150075,1
"333",0,0.878950178943864,0.121049821056136,0.049319380517485,1
"334",1,0.383102783176702,0.616897216823298,0.061524617779417,1
"335",1,0.574171956463066,0.425828043536934,0.058027760885229,1
"336",1,0.454267717125559,0.545732282874441,0.0535378929811383,1
"337",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"338",1,0.296605655554791,0.703394344445209,0.0668061705252695,1
"339",0,0.870992999349204,0.129007000650796,0.058354907776704,1
"340",1,0.473810804737701,0.526189195262299,0.052545281936121,1
"341",1,0.513078372676943,0.486921627323057,0.0507908453198604,1
"342",0,0.866092917602786,0.133907082397214,0.113932171362919,1
"343",1,0.438644663695409,0.561355336304591,0.0786450187284237,1
"344",1,0.438644663695409,0.561355336304591,0.0786450187284237,1
"345",1,0.621369712900481,0.378630287099519,0.0559934103150075,1
"346",1,0.288473645994882,0.711526354005118,0.0674184456337085,1
"347",0,0.834529408329692,0.165470591670308,0.046270527642461,1
"348",0,0.793346463562743,0.206653536437257,0.110442844966077,1
"349",1,0.532681963554972,0.467318036445028,0.0500371123665116,1
"350",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"351",0,0.880708539194856,0.119291460805144,0.0553450578039319,1
"352",1,0.536505171265764,0.463494828734236,0.0751534023540728,1
"353",1,0.574171956463066,0.425828043536934,0.058027760885229,1
"354",0,0.897795457121477,0.102204542878523,0.0686340341359365,1
"355",1,0.639675293214389,0.360324706785611,0.0553133908257067,1
"356",0,0.904195312893801,0.0958046871061994,0.147190844837809,1
"357",1,0.513078372676943,0.486921627323057,0.0507908453198604,1
"358",1,0.419395960453381,0.580604039546619,0.0795093828718385,1
"359",1,0.428993461958344,0.571006538041656,0.079070661765461,1
"360",1,0.464025449620625,0.535974550379375,0.0530323995648292,1
"361",1,0.30840457552458,0.69159542447542,0.0787609357873874,1
"362",1,0.444544987084398,0.555455012915602,0.0540612467254945,1
"363",1,0.483616318075168,0.516383681924832,0.0520770557471142,1
"364",0,0.817602942663273,0.182397057336727,0.0442356190744338,1
"365",1,0.415351781427541,0.584648218572459,0.0675938609289057,1
"366",1,0.621369712900481,0.378630287099519,0.0559934103150075,1
"367",0,0.874706725105195,0.125293274894805,0.0487165194579114,1
"368",0,0.848655572747111,0.151344427252889,0.0516209382495587,1
"369",1,0.405842557346393,0.594157442653607,0.0681621264615667,1
"370",1,0.419395960453381,0.580604039546619,0.0795093828718385,1
"371",0,0.88194925133712,0.11805074866288,0.0539776485897817,1
"372",1,0.503257675117857,0.496742324882143,0.0511993300011613,1
"373",0,0.869112714599902,0.130887285400098,0.051537945941829,1
"374",0,0.88194925133712,0.11805074866288,0.0539776485897817,1
"375",0,0.834529408329692,0.165470591670308,0.046270527642461,1
"376",1,0.532681963554972,0.467318036445028,0.0500371123665116,1
"377",1,0.522888982835014,0.477111017164986,0.0504032774275942,1
"378",1,0.583750264771564,0.416249735228436,0.0575842475302569,1
"379",1,0.415351781427541,0.584648218572459,0.0675938609289057,1
"380",0,0.648681733478769,0.351318266521231,0.0550035322020501,1
"381",1,0.405842557346393,0.594157442653607,0.0681621264615667,1
"382",0,0.890942986836699,0.109057013163301,0.0512284917075244,1
"383",0,0.851821886226546,0.148178113773454,0.114487457237382,1
"384",0,0.961776139401302,0.0382238605986977,0.109775279822177,1
"385",1,0.60271174323829,0.39728825676171,0.0567513886910939,1
"386",0,0.916223086539551,0.0837769134604486,0.0619653811427021,1
"387",1,0.612081809529197,0.387918190470803,0.0563628436368923,1
"388",1,0.621369712900481,0.378630287099519,0.0559934103150075,1
"389",1,0.30840457552458,0.69159542447542,0.0787609357873874,1
"390",1,0.606638894859304,0.393361105140696,0.0558651315075091,1
"391",1,0.296605655554791,0.703394344445209,0.0668061705252695,1
"392",1,0.522888982835014,0.477111017164986,0.0504032774275942,1
"393",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"394",1,0.396403430746792,0.603596569253208,0.068743456151461,1
"395",0,0.887065928261065,0.112934071738935,0.0505759907653414,1
"396",1,0.593265744876639,0.406734255123361,0.0571586557338198,1
"397",1,0.60271174323829,0.39728825676171,0.0567513886910939,1
"398",0,0.709744149258228,0.290255850741772,0.0382063911186992,1
"399",0,0.890942986836699,0.109057013163301,0.0512284917075244,1
"400",1,0.296605655554791,0.703394344445209,0.0668061705252695,1
"401",1,0.325414301638437,0.674585698361563,0.0778549406857464,1
"402",1,0.522888982835014,0.477111017164986,0.0504032774275942,1
"403",1,0.635786338449434,0.364213661550566,0.0357011134395223,1
"404",1,0.535319305456064,0.464680694543936,0.0441607160408465,1
"405",0,0.927525167859635,0.072474832140365,0.064951774064026,1
"406",0,0.888721324966125,0.111278675033875,0.0565585305634584,1
"407",1,0.60271174323829,0.39728825676171,0.0567513886910939,1
"408",1,0.296605655554791,0.703394344445209,0.0668061705252695,1
"409",1,0.503257675117857,0.496742324882143,0.0511993300011613,1
"410",0,0.88194925133712,0.11805074866288,0.0539776485897817,1
"411",0,0.834529408329692,0.165470591670308,0.046270527642461,1
"412",0,0.660414971398285,0.339585028601715,0.115709054771862,1
"413",0,0.877796314141201,0.122203685858799,0.0531538881370881,1
"414",1,0.419395960453381,0.580604039546619,0.0795093828718385,1
"415",1,0.60271174323829,0.39728825676171,0.0567513886910939,1
"416",1,0.60271174323829,0.39728825676171,0.0567513886910939,1
"417",0,0.759050172510247,0.240949827489753,0.117870422943258,1
"418",1,0.612081809529197,0.387918190470803,0.0563628436368923,1
"419",0,0.660414971398285,0.339585028601715,0.115709054771862,1
"420",0,0.648681733478769,0.351318266521231,0.0550035322020501,1
"421",0,0.919190357992159,0.0808096420078406,0.0626961070285711,1
"422",0,0.850172943796138,0.149827056203862,0.0484469807554073,1
"423",1,0.473810804737701,0.526189195262299,0.052545281936121,1
"424",0,0.898878858654909,0.10112114134509,0.0638440410292665,1
"425",1,0.406147512049582,0.593852487950418,0.0563230535582301,1
"426",0,0.859910547505931,0.140089452494069,0.049967501891841,1
"427",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"428",1,0.304868682098476,0.695131317901524,0.0662066753449857,1
"429",1,0.522888982835014,0.477111017164986,0.0504032774275942,1
"430",1,0.428993461958344,0.571006538041656,0.079070661765461,1
"431",1,0.564537659201277,0.435462340798723,0.0584887881091718,1
"432",1,0.630569456933596,0.369430543066404,0.055643469391939,1
"433",1,0.564537659201277,0.435462340798723,0.0584887881091718,1
"434",1,0.316848238109335,0.683151761890665,0.0783014526170722,1
"435",0,0.90530303661452,0.0946969633854798,0.0539859866960349,1
"436",1,0.438644663695409,0.561355336304591,0.0786450187284237,1
"437",1,0.325414301638437,0.674585698361563,0.0778549406857464,1
"438",1,0.49343446328804,0.50656553671196,0.051628234990444,1
